,Country/Region,date,confirmed,deaths,recovered
2433,United Arab Emirates,2020-02-03,5,0,0
2434,United Kingdom,2020-02-03,2,0,0
2435,Uruguay,2020-02-03,0,0,0
2436,Uzbekistan,2020-02-03,0,0,0
2437,Venezuela,2020-02-03,0,0,0
2438,Vietnam,2020-02-03,8,0,1
2439,West Bank and Gaza,2020-02-03,0,0,0
2440,Western Sahara,2020-02-03,0,0,0
2441,Yemen,2020-02-03,0,0,0
2442,Zambia,2020-02-03,0,0,0
2443,Zimbabwe,2020-02-03,0,0,0
2444,Afghanistan,2020-02-04,0,0,0
2445,Albania,2020-02-04,0,0,0
2446,Algeria,2020-02-04,0,0,0
2447,Andorra,2020-02-04,0,0,0
2448,Angola,2020-02-04,0,0,0
2449,Antigua and Barbuda,2020-02-04,0,0,0
2450,Argentina,2020-02-04,0,0,0
2451,Armenia,2020-02-04,0,0,0
2452,Australia,2020-02-04,13,0,2
2453,Austria,2020-02-04,0,0,0
2454,Azerbaijan,2020-02-04,0,0,0
2455,Bahamas,2020-02-04,0,0,0
2456,Bahrain,2020-02-04,0,0,0
2457,Bangladesh,2020-02-04,0,0,0
2458,Barbados,2020-02-04,0,0,0
2459,Belarus,2020-02-04,0,0,0
2460,Belgium,2020-02-04,1,0,0
2461,Belize,2020-02-04,0,0,0
2462,Benin,2020-02-04,0,0,0
2463,Bhutan,2020-02-04,0,0,0
2464,Bolivia,2020-02-04,0,0,0
2465,Bosnia and Herzegovina,2020-02-04,0,0,0
2466,Botswana,2020-02-04,0,0,0
2467,Brazil,2020-02-04,0,0,0
2468,Brunei,2020-02-04,0,0,0
2469,Bulgaria,2020-02-04,0,0,0
2470,Burkina Faso,2020-02-04,0,0,0
2471,Burma,2020-02-04,0,0,0
2472,Burundi,2020-02-04,0,0,0
2473,Cabo Verde,2020-02-04,0,0,0
2474,Cambodia,2020-02-04,1,0,0
2475,Cameroon,2020-02-04,0,0,0
2476,Canada,2020-02-04,4,0,0
2477,Central African Republic,2020-02-04,0,0,0
2478,Chad,2020-02-04,0,0,0
2479,Chile,2020-02-04,0,0,0
2480,China,2020-02-04,23707,491,843
2481,Colombia,2020-02-04,0,0,0
2482,Comoros,2020-02-04,0,0,0
2483,Congo (Brazzaville),2020-02-04,0,0,0
2484,Congo (Kinshasa),2020-02-04,0,0,0
2485,Costa Rica,2020-02-04,0,0,0
2486,Cote d'Ivoire,2020-02-04,0,0,0
2487,Croatia,2020-02-04,0,0,0
2488,Cuba,2020-02-04,0,0,0
2489,Cyprus,2020-02-04,0,0,0
2490,Czechia,2020-02-04,0,0,0
2491,Denmark,2020-02-04,0,0,0
2492,Diamond Princess,2020-02-04,0,0,0
2493,Djibouti,2020-02-04,0,0,0
2494,Dominica,2020-02-04,0,0,0
2495,Dominican Republic,2020-02-04,0,0,0
2496,Ecuador,2020-02-04,0,0,0
2497,Egypt,2020-02-04,0,0,0
2498,El Salvador,2020-02-04,0,0,0
2499,Equatorial Guinea,2020-02-04,0,0,0
2500,Eritrea,2020-02-04,0,0,0
2501,Estonia,2020-02-04,0,0,0
2502,Eswatini,2020-02-04,0,0,0
2503,Ethiopia,2020-02-04,0,0,0
2504,Fiji,2020-02-04,0,0,0
2505,Finland,2020-02-04,1,0,0
2506,France,2020-02-04,6,0,0
2507,Gabon,2020-02-04,0,0,0
2508,Gambia,2020-02-04,0,0,0
2509,Georgia,2020-02-04,0,0,0
2510,Germany,2020-02-04,12,0,0
2511,Ghana,2020-02-04,0,0,0
2512,Greece,2020-02-04,0,0,0
2513,Grenada,2020-02-04,0,0,0
2514,Guatemala,2020-02-04,0,0,0
2515,Guinea,2020-02-04,0,0,0
2516,Guinea-Bissau,2020-02-04,0,0,0
2517,Guyana,2020-02-04,0,0,0
2518,Haiti,2020-02-04,0,0,0
2519,Holy See,2020-02-04,0,0,0
2520,Honduras,2020-02-04,0,0,0
2521,Hungary,2020-02-04,0,0,0
2522,Iceland,2020-02-04,0,0,0
2523,India,2020-02-04,3,0,0
2524,Indonesia,2020-02-04,0,0,0
2525,Iran,2020-02-04,0,0,0
2526,Iraq,2020-02-04,0,0,0
2527,Ireland,2020-02-04,0,0,0
2528,Israel,2020-02-04,0,0,0
2529,Italy,2020-02-04,2,0,0
2530,Jamaica,2020-02-04,0,0,0
2531,Japan,2020-02-04,22,0,1
2532,Jordan,2020-02-04,0,0,0
2533,Kazakhstan,2020-02-04,0,0,0
2534,Kenya,2020-02-04,0,0,0
2535,"Korea, South",2020-02-04,16,0,0
2536,Kosovo,2020-02-04,0,0,0
2537,Kuwait,2020-02-04,0,0,0
2538,Kyrgyzstan,2020-02-04,0,0,0
2539,Laos,2020-02-04,0,0,0
2540,Latvia,2020-02-04,0,0,0
2541,Lebanon,2020-02-04,0,0,0
2542,Lesotho,2020-02-04,0,0,0
2543,Liberia,2020-02-04,0,0,0
2544,Libya,2020-02-04,0,0,0
2545,Liechtenstein,2020-02-04,0,0,0
2546,Lithuania,2020-02-04,0,0,0
2547,Luxembourg,2020-02-04,0,0,0
2548,MS Zaandam,2020-02-04,0,0,0
2549,Madagascar,2020-02-04,0,0,0
2550,Malawi,2020-02-04,0,0,0
2551,Malaysia,2020-02-04,10,0,0
2552,Maldives,2020-02-04,0,0,0
2553,Mali,2020-02-04,0,0,0
2554,Malta,2020-02-04,0,0,0
2555,Mauritania,2020-02-04,0,0,0
2556,Mauritius,2020-02-04,0,0,0
2557,Mexico,2020-02-04,0,0,0
2558,Moldova,2020-02-04,0,0,0
2559,Monaco,2020-02-04,0,0,0
2560,Mongolia,2020-02-04,0,0,0
2561,Montenegro,2020-02-04,0,0,0
2562,Morocco,2020-02-04,0,0,0
2563,Mozambique,2020-02-04,0,0,0
2564,Namibia,2020-02-04,0,0,0
2565,Nepal,2020-02-04,1,0,0
2566,Netherlands,2020-02-04,0,0,0
2567,New Zealand,2020-02-04,0,0,0
2568,Nicaragua,2020-02-04,0,0,0
2569,Niger,2020-02-04,0,0,0
2570,Nigeria,2020-02-04,0,0,0
2571,North Macedonia,2020-02-04,0,0,0
2572,Norway,2020-02-04,0,0,0
2573,Oman,2020-02-04,0,0,0
2574,Pakistan,2020-02-04,0,0,0
2575,Panama,2020-02-04,0,0,0
2576,Papua New Guinea,2020-02-04,0,0,0
2577,Paraguay,2020-02-04,0,0,0
2578,Peru,2020-02-04,0,0,0
2579,Philippines,2020-02-04,2,1,0
2580,Poland,2020-02-04,0,0,0
2581,Portugal,2020-02-04,0,0,0
2582,Qatar,2020-02-04,0,0,0
2583,Romania,2020-02-04,0,0,0
2584,Russia,2020-02-04,2,0,0
2585,Rwanda,2020-02-04,0,0,0
2586,Saint Kitts and Nevis,2020-02-04,0,0,0
2587,Saint Lucia,2020-02-04,0,0,0
2588,Saint Vincent and the Grenadines,2020-02-04,0,0,0
2589,San Marino,2020-02-04,0,0,0
2590,Sao Tome and Principe,2020-02-04,0,0,0
2591,Saudi Arabia,2020-02-04,0,0,0
2592,Senegal,2020-02-04,0,0,0
2593,Serbia,2020-02-04,0,0,0
2594,Seychelles,2020-02-04,0,0,0
2595,Sierra Leone,2020-02-04,0,0,0
2596,Singapore,2020-02-04,24,0,0
2597,Slovakia,2020-02-04,0,0,0
2598,Slovenia,2020-02-04,0,0,0
2599,Somalia,2020-02-04,0,0,0
2600,South Africa,2020-02-04,0,0,0
2601,South Sudan,2020-02-04,0,0,0
2602,Spain,2020-02-04,1,0,0
2603,Sri Lanka,2020-02-04,1,0,0
2604,Sudan,2020-02-04,0,0,0
2605,Suriname,2020-02-04,0,0,0
2606,Sweden,2020-02-04,1,0,0
2607,Switzerland,2020-02-04,0,0,0
2608,Syria,2020-02-04,0,0,0
2609,Taiwan*,2020-02-04,11,0,0
2610,Tajikistan,2020-02-04,0,0,0
2611,Tanzania,2020-02-04,0,0,0
2612,Thailand,2020-02-04,25,0,5
2613,Timor-Leste,2020-02-04,0,0,0
2614,Togo,2020-02-04,0,0,0
2615,Trinidad and Tobago,2020-02-04,0,0,0
2616,Tunisia,2020-02-04,0,0,0
2617,Turkey,2020-02-04,0,0,0
2618,US,2020-02-04,11,0,0
2619,Uganda,2020-02-04,0,0,0
2620,Ukraine,2020-02-04,0,0,0
2621,United Arab Emirates,2020-02-04,5,0,0
2622,United Kingdom,2020-02-04,2,0,0
2623,Uruguay,2020-02-04,0,0,0
2624,Uzbekistan,2020-02-04,0,0,0
2625,Venezuela,2020-02-04,0,0,0
2626,Vietnam,2020-02-04,8,0,1
2627,West Bank and Gaza,2020-02-04,0,0,0
2628,Western Sahara,2020-02-04,0,0,0
2629,Yemen,2020-02-04,0,0,0
2630,Zambia,2020-02-04,0,0,0
2631,Zimbabwe,2020-02-04,0,0,0
2632,Afghanistan,2020-02-05,0,0,0
2633,Albania,2020-02-05,0,0,0
2634,Algeria,2020-02-05,0,0,0
2635,Andorra,2020-02-05,0,0,0
2636,Angola,2020-02-05,0,0,0
2637,Antigua and Barbuda,2020-02-05,0,0,0
2638,Argentina,2020-02-05,0,0,0
2639,Armenia,2020-02-05,0,0,0
2640,Australia,2020-02-05,13,0,2
2641,Austria,2020-02-05,0,0,0
2642,Azerbaijan,2020-02-05,0,0,0
2643,Bahamas,2020-02-05,0,0,0
2644,Bahrain,2020-02-05,0,0,0
2645,Bangladesh,2020-02-05,0,0,0
2646,Barbados,2020-02-05,0,0,0
2647,Belarus,2020-02-05,0,0,0
2648,Belgium,2020-02-05,1,0,0
2649,Belize,2020-02-05,0,0,0
2650,Benin,2020-02-05,0,0,0
2651,Bhutan,2020-02-05,0,0,0
2652,Bolivia,2020-02-05,0,0,0
2653,Bosnia and Herzegovina,2020-02-05,0,0,0
2654,Botswana,2020-02-05,0,0,0
2655,Brazil,2020-02-05,0,0,0
2656,Brunei,2020-02-05,0,0,0
2657,Bulgaria,2020-02-05,0,0,0
2658,Burkina Faso,2020-02-05,0,0,0
2659,Burma,2020-02-05,0,0,0
2660,Burundi,2020-02-05,0,0,0
2661,Cabo Verde,2020-02-05,0,0,0
2662,Cambodia,2020-02-05,1,0,0
2663,Cameroon,2020-02-05,0,0,0
2664,Canada,2020-02-05,5,0,0
2665,Central African Republic,2020-02-05,0,0,0
2666,Chad,2020-02-05,0,0,0
2667,Chile,2020-02-05,0,0,0
2668,China,2020-02-05,27440,563,1115
2669,Colombia,2020-02-05,0,0,0
2670,Comoros,2020-02-05,0,0,0
2671,Congo (Brazzaville),2020-02-05,0,0,0
2672,Congo (Kinshasa),2020-02-05,0,0,0
2673,Costa Rica,2020-02-05,0,0,0
2674,Cote d'Ivoire,2020-02-05,0,0,0
2675,Croatia,2020-02-05,0,0,0
2676,Cuba,2020-02-05,0,0,0
2677,Cyprus,2020-02-05,0,0,0
2678,Czechia,2020-02-05,0,0,0
2679,Denmark,2020-02-05,0,0,0
2680,Diamond Princess,2020-02-05,0,0,0
2681,Djibouti,2020-02-05,0,0,0
2682,Dominica,2020-02-05,0,0,0
2683,Dominican Republic,2020-02-05,0,0,0
2684,Ecuador,2020-02-05,0,0,0
2685,Egypt,2020-02-05,0,0,0
2686,El Salvador,2020-02-05,0,0,0
2687,Equatorial Guinea,2020-02-05,0,0,0
2688,Eritrea,2020-02-05,0,0,0
2689,Estonia,2020-02-05,0,0,0
2690,Eswatini,2020-02-05,0,0,0
2691,Ethiopia,2020-02-05,0,0,0
2692,Fiji,2020-02-05,0,0,0
2693,Finland,2020-02-05,1,0,0
2694,France,2020-02-05,6,0,0
2695,Gabon,2020-02-05,0,0,0
2696,Gambia,2020-02-05,0,0,0
2697,Georgia,2020-02-05,0,0,0
2698,Germany,2020-02-05,12,0,0
2699,Ghana,2020-02-05,0,0,0
2700,Greece,2020-02-05,0,0,0
2701,Grenada,2020-02-05,0,0,0
2702,Guatemala,2020-02-05,0,0,0
2703,Guinea,2020-02-05,0,0,0
2704,Guinea-Bissau,2020-02-05,0,0,0
2705,Guyana,2020-02-05,0,0,0
2706,Haiti,2020-02-05,0,0,0
2707,Holy See,2020-02-05,0,0,0
2708,Honduras,2020-02-05,0,0,0
2709,Hungary,2020-02-05,0,0,0
2710,Iceland,2020-02-05,0,0,0
2711,India,2020-02-05,3,0,0
2712,Indonesia,2020-02-05,0,0,0
2713,Iran,2020-02-05,0,0,0
2714,Iraq,2020-02-05,0,0,0
2715,Ireland,2020-02-05,0,0,0
2716,Israel,2020-02-05,0,0,0
2717,Italy,2020-02-05,2,0,0
2718,Jamaica,2020-02-05,0,0,0
2719,Japan,2020-02-05,22,0,1
2720,Jordan,2020-02-05,0,0,0
2721,Kazakhstan,2020-02-05,0,0,0
2722,Kenya,2020-02-05,0,0,0
2723,"Korea, South",2020-02-05,19,0,0
2724,Kosovo,2020-02-05,0,0,0
2725,Kuwait,2020-02-05,0,0,0
2726,Kyrgyzstan,2020-02-05,0,0,0
2727,Laos,2020-02-05,0,0,0
2728,Latvia,2020-02-05,0,0,0
2729,Lebanon,2020-02-05,0,0,0
2730,Lesotho,2020-02-05,0,0,0
2731,Liberia,2020-02-05,0,0,0
2732,Libya,2020-02-05,0,0,0
2733,Liechtenstein,2020-02-05,0,0,0
2734,Lithuania,2020-02-05,0,0,0
2735,Luxembourg,2020-02-05,0,0,0
2736,MS Zaandam,2020-02-05,0,0,0
2737,Madagascar,2020-02-05,0,0,0
2738,Malawi,2020-02-05,0,0,0
2739,Malaysia,2020-02-05,12,0,0
2740,Maldives,2020-02-05,0,0,0
2741,Mali,2020-02-05,0,0,0
2742,Malta,2020-02-05,0,0,0
2743,Mauritania,2020-02-05,0,0,0
2744,Mauritius,2020-02-05,0,0,0
2745,Mexico,2020-02-05,0,0,0
2746,Moldova,2020-02-05,0,0,0
2747,Monaco,2020-02-05,0,0,0
2748,Mongolia,2020-02-05,0,0,0
2749,Montenegro,2020-02-05,0,0,0
2750,Morocco,2020-02-05,0,0,0
2751,Mozambique,2020-02-05,0,0,0
2752,Namibia,2020-02-05,0,0,0
2753,Nepal,2020-02-05,1,0,0
2754,Netherlands,2020-02-05,0,0,0
2755,New Zealand,2020-02-05,0,0,0
2756,Nicaragua,2020-02-05,0,0,0
2757,Niger,2020-02-05,0,0,0
2758,Nigeria,2020-02-05,0,0,0
2759,North Macedonia,2020-02-05,0,0,0
2760,Norway,2020-02-05,0,0,0
2761,Oman,2020-02-05,0,0,0
2762,Pakistan,2020-02-05,0,0,0
2763,Panama,2020-02-05,0,0,0
2764,Papua New Guinea,2020-02-05,0,0,0
2765,Paraguay,2020-02-05,0,0,0
2766,Peru,2020-02-05,0,0,0
2767,Philippines,2020-02-05,2,1,0
2768,Poland,2020-02-05,0,0,0
2769,Portugal,2020-02-05,0,0,0
2770,Qatar,2020-02-05,0,0,0
2771,Romania,2020-02-05,0,0,0
2772,Russia,2020-02-05,2,0,0
2773,Rwanda,2020-02-05,0,0,0
2774,Saint Kitts and Nevis,2020-02-05,0,0,0
2775,Saint Lucia,2020-02-05,0,0,0
2776,Saint Vincent and the Grenadines,2020-02-05,0,0,0
2777,San Marino,2020-02-05,0,0,0
2778,Sao Tome and Principe,2020-02-05,0,0,0
2779,Saudi Arabia,2020-02-05,0,0,0
2780,Senegal,2020-02-05,0,0,0
2781,Serbia,2020-02-05,0,0,0
2782,Seychelles,2020-02-05,0,0,0
2783,Sierra Leone,2020-02-05,0,0,0
2784,Singapore,2020-02-05,28,0,0
2785,Slovakia,2020-02-05,0,0,0
2786,Slovenia,2020-02-05,0,0,0
2787,Somalia,2020-02-05,0,0,0
2788,South Africa,2020-02-05,0,0,0
2789,South Sudan,2020-02-05,0,0,0
2790,Spain,2020-02-05,1,0,0
2791,Sri Lanka,2020-02-05,1,0,0
2792,Sudan,2020-02-05,0,0,0
2793,Suriname,2020-02-05,0,0,0
2794,Sweden,2020-02-05,1,0,0
2795,Switzerland,2020-02-05,0,0,0
2796,Syria,2020-02-05,0,0,0
2797,Taiwan*,2020-02-05,11,0,0
2798,Tajikistan,2020-02-05,0,0,0
2799,Tanzania,2020-02-05,0,0,0
2800,Thailand,2020-02-05,25,0,5
2801,Timor-Leste,2020-02-05,0,0,0
2802,Togo,2020-02-05,0,0,0
2803,Trinidad and Tobago,2020-02-05,0,0,0
2804,Tunisia,2020-02-05,0,0,0
2805,Turkey,2020-02-05,0,0,0
2806,US,2020-02-05,11,0,0
2807,Uganda,2020-02-05,0,0,0
2808,Ukraine,2020-02-05,0,0,0
2809,United Arab Emirates,2020-02-05,5,0,0
2810,United Kingdom,2020-02-05,2,0,0
2811,Uruguay,2020-02-05,0,0,0
2812,Uzbekistan,2020-02-05,0,0,0
2813,Venezuela,2020-02-05,0,0,0
2814,Vietnam,2020-02-05,8,0,1
2815,West Bank and Gaza,2020-02-05,0,0,0
2816,Western Sahara,2020-02-05,0,0,0
2817,Yemen,2020-02-05,0,0,0
2818,Zambia,2020-02-05,0,0,0
2819,Zimbabwe,2020-02-05,0,0,0
2820,Afghanistan,2020-02-06,0,0,0
2821,Albania,2020-02-06,0,0,0
2822,Algeria,2020-02-06,0,0,0
2823,Andorra,2020-02-06,0,0,0
2824,Angola,2020-02-06,0,0,0
2825,Antigua and Barbuda,2020-02-06,0,0,0
2826,Argentina,2020-02-06,0,0,0
2827,Armenia,2020-02-06,0,0,0
2828,Australia,2020-02-06,14,0,2
2829,Austria,2020-02-06,0,0,0
2830,Azerbaijan,2020-02-06,0,0,0
2831,Bahamas,2020-02-06,0,0,0
2832,Bahrain,2020-02-06,0,0,0
2833,Bangladesh,2020-02-06,0,0,0
2834,Barbados,2020-02-06,0,0,0
2835,Belarus,2020-02-06,0,0,0
2836,Belgium,2020-02-06,1,0,0
2837,Belize,2020-02-06,0,0,0
2838,Benin,2020-02-06,0,0,0
2839,Bhutan,2020-02-06,0,0,0
2840,Bolivia,2020-02-06,0,0,0
2841,Bosnia and Herzegovina,2020-02-06,0,0,0
2842,Botswana,2020-02-06,0,0,0
2843,Brazil,2020-02-06,0,0,0
2844,Brunei,2020-02-06,0,0,0
2845,Bulgaria,2020-02-06,0,0,0
2846,Burkina Faso,2020-02-06,0,0,0
2847,Burma,2020-02-06,0,0,0
2848,Burundi,2020-02-06,0,0,0
2849,Cabo Verde,2020-02-06,0,0,0
2850,Cambodia,2020-02-06,1,0,0
2851,Cameroon,2020-02-06,0,0,0
2852,Canada,2020-02-06,5,0,0
2853,Central African Republic,2020-02-06,0,0,0
2854,Chad,2020-02-06,0,0,0
2855,Chile,2020-02-06,0,0,0
2856,China,2020-02-06,30587,633,1477
2857,Colombia,2020-02-06,0,0,0
2858,Comoros,2020-02-06,0,0,0
2859,Congo (Brazzaville),2020-02-06,0,0,0
2860,Congo (Kinshasa),2020-02-06,0,0,0
2861,Costa Rica,2020-02-06,0,0,0
2862,Cote d'Ivoire,2020-02-06,0,0,0
2863,Croatia,2020-02-06,0,0,0
2864,Cuba,2020-02-06,0,0,0
2865,Cyprus,2020-02-06,0,0,0
2866,Czechia,2020-02-06,0,0,0
2867,Denmark,2020-02-06,0,0,0
2868,Diamond Princess,2020-02-06,0,0,0
2869,Djibouti,2020-02-06,0,0,0
2870,Dominica,2020-02-06,0,0,0
2871,Dominican Republic,2020-02-06,0,0,0
2872,Ecuador,2020-02-06,0,0,0
2873,Egypt,2020-02-06,0,0,0
2874,El Salvador,2020-02-06,0,0,0
2875,Equatorial Guinea,2020-02-06,0,0,0
2876,Eritrea,2020-02-06,0,0,0
2877,Estonia,2020-02-06,0,0,0
2878,Eswatini,2020-02-06,0,0,0
2879,Ethiopia,2020-02-06,0,0,0
2880,Fiji,2020-02-06,0,0,0
2881,Finland,2020-02-06,1,0,0
2882,France,2020-02-06,6,0,0
2883,Gabon,2020-02-06,0,0,0
2884,Gambia,2020-02-06,0,0,0
2885,Georgia,2020-02-06,0,0,0
2886,Germany,2020-02-06,12,0,0
2887,Ghana,2020-02-06,0,0,0
2888,Greece,2020-02-06,0,0,0
2889,Grenada,2020-02-06,0,0,0
2890,Guatemala,2020-02-06,0,0,0
2891,Guinea,2020-02-06,0,0,0
2892,Guinea-Bissau,2020-02-06,0,0,0
2893,Guyana,2020-02-06,0,0,0
2894,Haiti,2020-02-06,0,0,0
2895,Holy See,2020-02-06,0,0,0
2896,Honduras,2020-02-06,0,0,0
2897,Hungary,2020-02-06,0,0,0
2898,Iceland,2020-02-06,0,0,0
2899,India,2020-02-06,3,0,0
2900,Indonesia,2020-02-06,0,0,0
2901,Iran,2020-02-06,0,0,0
2902,Iraq,2020-02-06,0,0,0
2903,Ireland,2020-02-06,0,0,0
2904,Israel,2020-02-06,0,0,0
2905,Italy,2020-02-06,2,0,0
2906,Jamaica,2020-02-06,0,0,0
2907,Japan,2020-02-06,22,0,1
2908,Jordan,2020-02-06,0,0,0
2909,Kazakhstan,2020-02-06,0,0,0
2910,Kenya,2020-02-06,0,0,0
2911,"Korea, South",2020-02-06,23,0,0
2912,Kosovo,2020-02-06,0,0,0
2913,Kuwait,2020-02-06,0,0,0
2914,Kyrgyzstan,2020-02-06,0,0,0
2915,Laos,2020-02-06,0,0,0
2916,Latvia,2020-02-06,0,0,0
2917,Lebanon,2020-02-06,0,0,0
2918,Lesotho,2020-02-06,0,0,0
2919,Liberia,2020-02-06,0,0,0
2920,Libya,2020-02-06,0,0,0
2921,Liechtenstein,2020-02-06,0,0,0
2922,Lithuania,2020-02-06,0,0,0
2923,Luxembourg,2020-02-06,0,0,0
2924,MS Zaandam,2020-02-06,0,0,0
2925,Madagascar,2020-02-06,0,0,0
2926,Malawi,2020-02-06,0,0,0
2927,Malaysia,2020-02-06,12,0,0
2928,Maldives,2020-02-06,0,0,0
2929,Mali,2020-02-06,0,0,0
2930,Malta,2020-02-06,0,0,0
2931,Mauritania,2020-02-06,0,0,0
2932,Mauritius,2020-02-06,0,0,0
2933,Mexico,2020-02-06,0,0,0
2934,Moldova,2020-02-06,0,0,0
2935,Monaco,2020-02-06,0,0,0
2936,Mongolia,2020-02-06,0,0,0
2937,Montenegro,2020-02-06,0,0,0
2938,Morocco,2020-02-06,0,0,0
2939,Mozambique,2020-02-06,0,0,0
2940,Namibia,2020-02-06,0,0,0
2941,Nepal,2020-02-06,1,0,0
2942,Netherlands,2020-02-06,0,0,0
2943,New Zealand,2020-02-06,0,0,0
2944,Nicaragua,2020-02-06,0,0,0
2945,Niger,2020-02-06,0,0,0
2946,Nigeria,2020-02-06,0,0,0
2947,North Macedonia,2020-02-06,0,0,0
2948,Norway,2020-02-06,0,0,0
2949,Oman,2020-02-06,0,0,0
2950,Pakistan,2020-02-06,0,0,0
2951,Panama,2020-02-06,0,0,0
2952,Papua New Guinea,2020-02-06,0,0,0
2953,Paraguay,2020-02-06,0,0,0
2954,Peru,2020-02-06,0,0,0
2955,Philippines,2020-02-06,2,1,0
2956,Poland,2020-02-06,0,0,0
2957,Portugal,2020-02-06,0,0,0
2958,Qatar,2020-02-06,0,0,0
2959,Romania,2020-02-06,0,0,0
2960,Russia,2020-02-06,2,0,0
2961,Rwanda,2020-02-06,0,0,0
2962,Saint Kitts and Nevis,2020-02-06,0,0,0
2963,Saint Lucia,2020-02-06,0,0,0
2964,Saint Vincent and the Grenadines,2020-02-06,0,0,0
2965,San Marino,2020-02-06,0,0,0
2966,Sao Tome and Principe,2020-02-06,0,0,0
2967,Saudi Arabia,2020-02-06,0,0,0
2968,Senegal,2020-02-06,0,0,0
2969,Serbia,2020-02-06,0,0,0
2970,Seychelles,2020-02-06,0,0,0
2971,Sierra Leone,2020-02-06,0,0,0
2972,Singapore,2020-02-06,28,0,0
2973,Slovakia,2020-02-06,0,0,0
2974,Slovenia,2020-02-06,0,0,0
2975,Somalia,2020-02-06,0,0,0
2976,South Africa,2020-02-06,0,0,0
2977,South Sudan,2020-02-06,0,0,0
2978,Spain,2020-02-06,1,0,0
2979,Sri Lanka,2020-02-06,1,0,0
2980,Sudan,2020-02-06,0,0,0
2981,Suriname,2020-02-06,0,0,0
2982,Sweden,2020-02-06,1,0,0
2983,Switzerland,2020-02-06,0,0,0
2984,Syria,2020-02-06,0,0,0
2985,Taiwan*,2020-02-06,16,0,1
2986,Tajikistan,2020-02-06,0,0,0
2987,Tanzania,2020-02-06,0,0,0
2988,Thailand,2020-02-06,25,0,5
2989,Timor-Leste,2020-02-06,0,0,0
2990,Togo,2020-02-06,0,0,0
2991,Trinidad and Tobago,2020-02-06,0,0,0
2992,Tunisia,2020-02-06,0,0,0
2993,Turkey,2020-02-06,0,0,0
2994,US,2020-02-06,11,0,0
2995,Uganda,2020-02-06,0,0,0
2996,Ukraine,2020-02-06,0,0,0
2997,United Arab Emirates,2020-02-06,5,0,0
2998,United Kingdom,2020-02-06,2,0,0
2999,Uruguay,2020-02-06,0,0,0
3000,Uzbekistan,2020-02-06,0,0,0
3001,Venezuela,2020-02-06,0,0,0
3002,Vietnam,2020-02-06,10,0,1
3003,West Bank and Gaza,2020-02-06,0,0,0
3004,Western Sahara,2020-02-06,0,0,0
3005,Yemen,2020-02-06,0,0,0
3006,Zambia,2020-02-06,0,0,0
3007,Zimbabwe,2020-02-06,0,0,0
3008,Afghanistan,2020-02-07,0,0,0
3009,Albania,2020-02-07,0,0,0
3010,Algeria,2020-02-07,0,0,0
3011,Andorra,2020-02-07,0,0,0
3012,Angola,2020-02-07,0,0,0
3013,Antigua and Barbuda,2020-02-07,0,0,0
3014,Argentina,2020-02-07,0,0,0
3015,Armenia,2020-02-07,0,0,0
3016,Australia,2020-02-07,15,0,2
3017,Austria,2020-02-07,0,0,0
3018,Azerbaijan,2020-02-07,0,0,0
3019,Bahamas,2020-02-07,0,0,0
3020,Bahrain,2020-02-07,0,0,0
3021,Bangladesh,2020-02-07,0,0,0
3022,Barbados,2020-02-07,0,0,0
3023,Belarus,2020-02-07,0,0,0
3024,Belgium,2020-02-07,1,0,0
3025,Belize,2020-02-07,0,0,0
3026,Benin,2020-02-07,0,0,0
3027,Bhutan,2020-02-07,0,0,0
3028,Bolivia,2020-02-07,0,0,0
3029,Bosnia and Herzegovina,2020-02-07,0,0,0
3030,Botswana,2020-02-07,0,0,0
3031,Brazil,2020-02-07,0,0,0
3032,Brunei,2020-02-07,0,0,0
3033,Bulgaria,2020-02-07,0,0,0
3034,Burkina Faso,2020-02-07,0,0,0
3035,Burma,2020-02-07,0,0,0
3036,Burundi,2020-02-07,0,0,0
3037,Cabo Verde,2020-02-07,0,0,0
3038,Cambodia,2020-02-07,1,0,0
3039,Cameroon,2020-02-07,0,0,0
3040,Canada,2020-02-07,7,0,0
3041,Central African Republic,2020-02-07,0,0,0
3042,Chad,2020-02-07,0,0,0
3043,Chile,2020-02-07,0,0,0
3044,China,2020-02-07,34110,718,1999
3045,Colombia,2020-02-07,0,0,0
3046,Comoros,2020-02-07,0,0,0
3047,Congo (Brazzaville),2020-02-07,0,0,0
3048,Congo (Kinshasa),2020-02-07,0,0,0
3049,Costa Rica,2020-02-07,0,0,0
3050,Cote d'Ivoire,2020-02-07,0,0,0
3051,Croatia,2020-02-07,0,0,0
3052,Cuba,2020-02-07,0,0,0
3053,Cyprus,2020-02-07,0,0,0
3054,Czechia,2020-02-07,0,0,0
3055,Denmark,2020-02-07,0,0,0
3056,Diamond Princess,2020-02-07,61,0,0
3057,Djibouti,2020-02-07,0,0,0
3058,Dominica,2020-02-07,0,0,0
3059,Dominican Republic,2020-02-07,0,0,0
3060,Ecuador,2020-02-07,0,0,0
3061,Egypt,2020-02-07,0,0,0
3062,El Salvador,2020-02-07,0,0,0
3063,Equatorial Guinea,2020-02-07,0,0,0
3064,Eritrea,2020-02-07,0,0,0
3065,Estonia,2020-02-07,0,0,0
3066,Eswatini,2020-02-07,0,0,0
3067,Ethiopia,2020-02-07,0,0,0
3068,Fiji,2020-02-07,0,0,0
3069,Finland,2020-02-07,1,0,0
3070,France,2020-02-07,6,0,0
